day_of_week,respondent_type,overall_system_impression,top_challenge,is_festive_period,age_group,origin_park,source,price,pricing_determination_metric,day_of_the_week,tracking_status,fuel_price_per_litre,destination,package_weight,date,weather_delay_experience,qualitative_suggested_improvements,package_size,origin,day_name,vehicle_type,distance_km,estimated_duration_mins,route_risk
3,Driver,Agree,Vehicle breakdown,True,18–25,Northgate Akure,field_survey,3500,unknown,4.0,Sometimes,1200.0,Ado-Ekiti,heavy,2026-06-18,Flooding,Ensure drivers are vetted properly,large,,Thursday,small_car,0,0,2
3,Sender,Agree,Poor road infrastructure,True,18–25,Northgate Akure,field_survey,5700,unknown,4.0,Rarely,1200.0,Lagos,light,2026-06-18,Flooding,Introduce automated pricing with AI,small,,Thursday,small_car,0,0,2
3,Driver,Neutral,Pricing disputes,True,36–40,Ondo garage Akure,field_survey,10000,unknown,4.0,Always,1200.0,Lagos,very_heavy,2026-06-18,Heavy rain,Reduce delays during festive periods,extra_large,,Thursday,small_car,0,0,2
3,Sender,Neutral,Poor road infrastructure,True,Above 50,Ondo garage Akure,field_survey,6500,Weight of goods,4.0,Never,1200.0,Lagos,medium,2026-06-18,Harmattan,Allow cashless payment options,medium,,Thursday,small_car,0,0,2
3,Sender,Strongly Agree,Inaccurate addresses,True,18–25,Ondo garage Akure,field_survey,3000,Weight of goods,4.0,Sometimes,1200.0,Benin,medium,2026-06-18,Dust storm,Reduce pricing disputes through transparency,medium,,Thursday,small_car,0,0,2
3,Driver,Neutral,Traffic congestion,True,41–50,Ondo garage Akure,field_survey,7500,Weight of goods,4.0,Sometimes,1200.0,Lagos,light,2026-06-18,,Better customer support when goods are delayed,small,,Thursday,small_car,0,0,2
3,Sender,Disagree,Poor network connectivity,True,18–25,Ondo garage Akure,field_survey,10000,"Distance, Weight, Dynamic combo",4.0,Never,1200.0,Lagos,medium,2026-06-18,,Add SMS notifications for delivery status,medium,,Thursday,big_bus,0,0,2
3,Sender,Neutral,Pricing disputes,True,18–25,Ondo garage Akure,field_survey,10000,"Distance, Weight, Dynamic combo",4.0,Always,1200.0,Lagos,heavy,2026-06-18,Sometimes rainfall,Reduce pricing disputes through transparency,large,,Thursday,big_bus,0,0,2
3,Driver,Agree,Inaccurate addresses,True,Above 50,Ondo garage Akure,field_survey,3000,"Distance, Weight, Fuel cost combo",4.0,Always,1200.0,Ondo,medium,2026-06-18,Harmattan,Introduce automated pricing with AI,medium,,Thursday,small_car,0,0,2
3,Driver,Agree,Fuel scarcity,True,26–35,Ondo garage Akure,field_survey,2500,Distance only,4.0,Sometimes,1200.0,Ondo,light,2026-06-18,Heavy rain,Allow cashless payment options,small,,Thursday,small_car,0,0,2
3,Sender,Strongly Disagree,Fuel scarcity,True,26–35,Ondo garage Akure,field_survey,5700,Weight of goods,4.0,Always,1200.0,Benin,medium,2026-06-18,Heavy rain,Improve communication between drivers and senders,medium,,Thursday,big_bus,0,0,2
3,Driver,Neutral,Traffic congestion,True,26–35,Roadblock Akure,field_survey,2000,Weight of goods,4.0,Sometimes,1200.0,Osogbo,light,2026-06-18,Sometimes rainfall,Fix poor road infrastructure on routes,small,,Thursday,small_car,0,0,2
3,Driver,Disagree,Pricing disputes,True,41–50,Roadblock Akure,field_survey,3500,unknown,4.0,Always,1200.0,Osogbo,medium,2026-06-18,Heavy rain,Allow cashless payment options,medium,,Thursday,big_bus,0,0,2
3,Driver,Agree,Police checkpoints,True,26–35,Roadblock Akure,field_survey,2500,"Distance, Weight, Fuel cost combo",4.0,Rarely,1200.0,Benin,light,2026-06-18,Dust storm,Reduce pricing disputes through transparency,small,,Thursday,small_car,0,0,2
3,Driver,Neutral,Police checkpoints,True,41–50,Roadblock Akure,field_survey,5000,Distance only,4.0,Rarely,1200.0,Osogbo,heavy,2026-06-18,Sometimes rainfall,Improve fuel subsidy to reduce transport cost,large,,Thursday,big_bus,0,0,2
3,Driver,unknown,Fuel scarcity,True,41–50,Roadblock Akure,field_survey,3000,"Distance, Weight, Dynamic combo",4.0,Rarely,1200.0,Benin,light,2026-06-18,Harmattan,Real-time tracking will help a lot,small,,Thursday,small_car,0,0,2
3,Driver,unknown,Criminal activities,True,36–40,Roadblock Akure,field_survey,5000,"Distance, Weight, Fuel cost combo",4.0,Sometimes,1200.0,Warri,light,2026-06-18,Heavy rain,Introduce automated pricing with AI,small,,Thursday,small_car,0,0,2
3,Driver,unknown,Inaccurate addresses,True,18–25,Southgate Akure,field_survey,10000,Weight of goods,4.0,Always,1200.0,Lagos,medium,2026-06-18,Sometimes rainfall,Real-time tracking will help a lot,medium,,Thursday,small_car,0,0,2
3,Driver,Agree,Poor road infrastructure,True,36–40,Southgate Akure,field_survey,3500,Distance only,4.0,Always,1200.0,Ife,very_light,2026-06-18,Sometimes rainfall,Improve communication between drivers and senders,envelope,,Thursday,big_bus,0,0,2
4,Driver,Agree,Inaccurate addresses,True,36–40,Ilesha garage Akure,field_survey,2000,Distance only,5.0,Rarely,1200.0,Ife,very_light,2026-06-19,Sometimes rainfall,Provide better packaging options,envelope,,Friday,small_car,0,0,2
4,Sender,unknown,Criminal activities,True,unknown,Northgate Akure,field_survey,4500,"Distance, Weight, Fuel cost combo",5.0,Rarely,1200.0,Ibadan,light,2026-06-19,,Fix poor road infrastructure on routes,small,,Friday,small_car,0,0,2
4,Sender,Strongly Agree,Vehicle breakdown,True,18–25,Northgate Akure,field_survey,3500,Weight of goods,5.0,Sometimes,1200.0,Ife,heavy,2026-06-19,Heavy rain,Provide better packaging options,large,,Friday,small_car,0,0,2
4,Driver,Neutral,Criminal activities,True,26–35,Northgate Akure,field_survey,6500,"Distance, Weight, Fuel cost combo",5.0,Rarely,1200.0,Ibadan,very_light,2026-06-19,Flooding,Track parcels end-to-end,envelope,,Friday,big_bus,0,0,2
4,Driver,Neutral,Poor network connectivity,True,Above 50,Northgate Akure,field_survey,5500,Weight of goods,5.0,Never,1200.0,Ife,medium,2026-06-19,,Introduce automated pricing with AI,medium,,Friday,big_bus,0,0,2
4,Driver,Agree,Inaccurate addresses,True,36–40,Northgate Akure,field_survey,6000,unknown,5.0,Rarely,1200.0,Lagos,light,2026-06-19,Flooding,Add SMS notifications for delivery status,small,,Friday,small_car,0,0,2
4,Sender,Agree,Poor road infrastructure,True,unknown,Northgate Akure,field_survey,8000,"Distance, Weight, Fuel cost combo",5.0,Always,1200.0,Lagos,medium,2026-06-19,Heavy rain,unknown,medium,,Friday,small_car,0,0,2
4,Driver,Neutral,Criminal activities,True,26–35,Northgate Akure,field_survey,9500,Weight of goods,5.0,Sometimes,1200.0,Lagos,heavy,2026-06-19,Heavy rain,Reduce pricing disputes through transparency,large,,Friday,small_car,0,0,2
4,Sender,Strongly Agree,Police checkpoints,True,unknown,Ondo garage Akure,field_survey,5000,"Distance, Weight, Fuel cost combo",5.0,Rarely,1200.0,Benin,light,2026-06-19,Heavy rain,Improve fuel subsidy to reduce transport cost,small,,Friday,big_bus,0,0,2
4,Sender,Strongly Agree,Traffic congestion,True,36–40,Ondo garage Akure,field_survey,5000,"Distance, Weight, Dynamic combo",5.0,Always,1200.0,Benin,heavy,2026-06-19,Sometimes rainfall,Provide better packaging options,large,,Friday,small_car,0,0,2
4,Sender,Strongly Agree,Inaccurate addresses,True,36–40,Ondo garage Akure,field_survey,7000,Weight of goods,5.0,Always,1200.0,Lagos,medium,2026-06-19,Heavy rain,Add SMS notifications for delivery status,medium,,Friday,small_car,0,0,2
4,Driver,Agree,Pricing disputes,True,36–40,Ondo garage Akure,field_survey,8500,Weight of goods,5.0,Rarely,1200.0,Lagos,light,2026-06-19,Dust storm,Allow cashless payment options,small,,Friday,small_car,0,0,2
4,Driver,Agree,Traffic congestion,True,36–40,Ondo garage Akure,field_survey,4000,Weight of goods,5.0,Always,1200.0,Warri,very_light,2026-06-19,Sometimes rainfall,Reduce delays during festive periods,envelope,,Friday,small_car,0,0,2
4,Sender,Disagree,Fuel scarcity,True,36–40,Ondo garage Akure,field_survey,3000,Distance only,5.0,Rarely,1200.0,Warri,light,2026-06-19,Heavy rain,Improve fuel subsidy to reduce transport cost,small,,Friday,small_car,0,0,2
4,Sender,Disagree,Inaccurate addresses,True,41–50,Roadblock Akure,field_survey,3500,Weight of goods,5.0,Always,1200.0,Osogbo,medium,2026-06-19,Heavy rain,Add SMS notifications for delivery status,medium,,Friday,small_car,0,0,2
4,Sender,Disagree,Poor network connectivity,True,36–40,Roadblock Akure,field_survey,7000,Dynamic pricing,5.0,Always,1200.0,Benin,medium,2026-06-19,Heavy rain,Provide better packaging options,medium,,Friday,big_bus,0,0,2
4,Sender,Agree,Criminal activities,True,26–35,Southgate Akure,field_survey,3700,Weight of goods,5.0,Always,1200.0,Ilesha,heavy,2026-06-19,Sometimes rainfall,Track parcels end-to-end,large,,Friday,small_car,0,0,2
4,Sender,unknown,Pricing disputes,True,26–35,Southgate Akure,field_survey,7000,Weight of goods,5.0,Always,1200.0,Ife,heavy,2026-06-19,Harmattan,Ensure drivers are vetted properly,large,,Friday,big_bus,0,0,2
4,Sender,Agree,Inaccurate addresses,True,26–35,Southgate Akure,field_survey,8000,Weight of goods,5.0,Always,1200.0,Ife,very_heavy,2026-06-19,Heavy rain,Improve communication between drivers and senders,extra_large,,Friday,big_bus,0,0,2
4,Driver,Agree,Criminal activities,True,26–35,Southgate Akure,field_survey,2700,Distance only,5.0,Sometimes,1200.0,Ife,medium,2026-06-19,Dust storm,Improve fuel subsidy to reduce transport cost,medium,,Friday,small_car,0,0,2
4,Sender,Agree,Criminal activities,True,36–40,Southgate Akure,field_survey,1700,"Distance, Weight, Fuel cost combo",5.0,Rarely,1200.0,Ife,very_light,2026-06-19,Dust storm,Reduce pricing disputes through transparency,envelope,,Friday,small_car,0,0,2
4,Driver,Agree,Fuel scarcity,True,41–50,Southgate Akure,field_survey,10000,Distance only,5.0,Never,1200.0,Lagos,medium,2026-06-19,Sometimes rainfall,Add SMS notifications for delivery status,medium,,Friday,big_bus,0,0,2
4,Sender,Neutral,Fuel scarcity,True,36–40,Southgate Akure,field_survey,3500,Distance only,5.0,Sometimes,1200.0,Ife,heavy,2026-06-19,,Introduce insurance for goods in transit,large,,Friday,small_car,0,0,2
5,Sender,Agree,Fuel scarcity,True,unknown,Ilesha garage Akure,field_survey,10000,Distance only,6.0,Always,1200.0,Lagos,heavy,2026-06-20,Harmattan,unknown,large,,Saturday,big_bus,0,0,2
5,Sender,Disagree,Pricing disputes,True,18–25,Ilesha garage Akure,field_survey,2700,Distance only,6.0,Always,1200.0,Ilesha,medium,2026-06-20,Flooding,Introduce automated pricing with AI,medium,,Saturday,small_car,0,0,2
5,Driver,Strongly Agree,Pricing disputes,True,41–50,Ilesha garage Akure,field_survey,5000,"Distance, Weight, Fuel cost combo",6.0,Always,1200.0,Ife,medium,2026-06-20,Dust storm,Add SMS notifications for delivery status,medium,,Saturday,small_car,0,0,2
5,Sender,unknown,Poor network connectivity,True,26–35,Northgate Akure,field_survey,4000,"Distance, Weight, Dynamic combo",6.0,Sometimes,1200.0,Ibadan,light,2026-06-20,Flooding,Introduce automated pricing with AI,small,,Saturday,small_car,0,0,2
5,Driver,Neutral,Poor network connectivity,True,36–40,Northgate Akure,field_survey,8000,Weight of goods,6.0,Sometimes,1200.0,Ibadan,medium,2026-06-20,Flooding,Better customer support when goods are delayed,medium,,Saturday,small_car,0,0,2
5,Sender,Disagree,Poor network connectivity,True,18–25,Northgate Akure,field_survey,5500,Distance only,6.0,Always,1200.0,Ife,medium,2026-06-20,Dust storm,Reduce delays during festive periods,medium,,Saturday,big_bus,0,0,2
5,Sender,Neutral,Pricing disputes,True,41–50,Ondo garage Akure,field_survey,4500,Dynamic pricing,6.0,Rarely,1200.0,Benin,light,2026-06-20,Flooding,Introduce automated pricing with AI,small,,Saturday,small_car,0,0,2
5,Driver,Neutral,Poor network connectivity,True,36–40,Ondo garage Akure,field_survey,2000,Type of goods,6.0,Rarely,1200.0,Ondo,medium,2026-06-20,Dust storm,Fix poor road infrastructure on routes,medium,,Saturday,small_car,0,0,2
5,Driver,Neutral,Inaccurate addresses,True,Above 50,Ondo garage Akure,field_survey,9700,"Distance, Weight, Fuel cost combo",6.0,Sometimes,1200.0,Warri,heavy,2026-06-20,Heavy rain,Provide better packaging options,large,,Saturday,big_bus,0,0,2
5,Driver,Agree,Pricing disputes,True,unknown,Ondo garage Akure,field_survey,3700,"Distance, Weight, Dynamic combo",6.0,Never,1200.0,Benin,very_light,2026-06-20,Flooding,Real-time tracking will help a lot,envelope,,Saturday,small_car,0,0,2
5,Sender,Strongly Disagree,Criminal activities,True,18–25,Ondo garage Akure,field_survey,4000,Weight of goods,6.0,Always,1200.0,Benin,very_light,2026-06-20,Flooding,Ensure drivers are vetted properly,envelope,,Saturday,small_car,0,0,2
5,Sender,Strongly Agree,Inaccurate addresses,True,18–25,Roadblock Akure,field_survey,8000,Weight of goods,6.0,Sometimes,1200.0,Benin,heavy,2026-06-20,Harmattan,Introduce insurance for goods in transit,large,,Saturday,big_bus,0,0,2
5,Sender,Disagree,Criminal activities,True,26–35,Roadblock Akure,field_survey,7700,Weight of goods,6.0,Never,1200.0,Warri,medium,2026-06-20,Flooding,Real-time tracking will help a lot,medium,,Saturday,big_bus,0,0,2
5,Sender,Neutral,Traffic congestion,True,41–50,Roadblock Akure,field_survey,4500,"Distance, Weight, Fuel cost combo",6.0,Sometimes,1200.0,Osogbo,heavy,2026-06-20,Heavy rain,Introduce insurance for goods in transit,large,,Saturday,small_car,0,0,2
5,Driver,Agree,Criminal activities,True,41–50,Roadblock Akure,field_survey,3500,"Distance, Weight, Dynamic combo",6.0,Always,1200.0,Osogbo,medium,2026-06-20,,Better customer support when goods are delayed,medium,,Saturday,small_car,0,0,2
5,Sender,Neutral,Traffic congestion,True,26–35,Roadblock Akure,field_survey,5500,Dynamic pricing,6.0,Always,1200.0,Warri,heavy,2026-06-20,Flooding,Reduce pricing disputes through transparency,large,,Saturday,small_car,0,0,2
5,Sender,Agree,Poor network connectivity,True,36–40,Roadblock Akure,field_survey,7000,Distance only,6.0,Rarely,1200.0,Benin,medium,2026-06-20,Flooding,unknown,medium,,Saturday,big_bus,0,0,2
5,Sender,Agree,Traffic congestion,True,26–35,Roadblock Akure,field_survey,5000,Weight of goods,6.0,Sometimes,1200.0,Osogbo,heavy,2026-06-20,Sometimes rainfall,Improve communication between drivers and senders,large,,Saturday,small_car,0,0,2
5,Sender,Neutral,Poor road infrastructure,True,unknown,Roadblock Akure,field_survey,4500,Type of goods,6.0,Sometimes,1200.0,Owo,medium,2026-06-20,Dust storm,Improve communication between drivers and senders,medium,,Saturday,big_bus,0,0,2
5,Sender,Strongly Agree,Poor road infrastructure,True,41–50,Southgate Akure,field_survey,3000,Dynamic pricing,6.0,Always,1200.0,Ife,medium,2026-06-20,,Fix poor road infrastructure on routes,medium,,Saturday,small_car,0,0,2
5,Driver,Neutral,Vehicle breakdown,True,26–35,Southgate Akure,field_survey,6500,"Distance, Weight, Fuel cost combo",6.0,Rarely,1200.0,Ife,heavy,2026-06-20,,Provide better packaging options,large,,Saturday,big_bus,0,0,2
5,Driver,Neutral,Pricing disputes,True,41–50,Southgate Akure,field_survey,6500,Weight of goods,6.0,Sometimes,1200.0,Lagos,light,2026-06-20,Heavy rain,Real-time tracking will help a lot,small,,Saturday,small_car,0,0,2
6,Sender,Neutral,Vehicle breakdown,False,unknown,Ilesha garage Akure,field_survey,5700,Dynamic pricing,7.0,Sometimes,1200.0,Lagos,medium,2026-06-21,Dust storm,Improve communication between drivers and senders,medium,,Sunday,small_car,0,0,2
6,Sender,Disagree,Criminal activities,False,41–50,Northgate Akure,field_survey,10000,Weight of goods,7.0,Always,1200.0,Abuja,medium,2026-06-21,Sometimes rainfall,unknown,medium,,Sunday,big_bus,0,0,2
6,Driver,Strongly Disagree,Criminal activities,False,26–35,Northgate Akure,field_survey,6000,Weight of goods,7.0,Always,1200.0,Abuja,light,2026-06-21,Harmattan,Reduce pricing disputes through transparency,small,,Sunday,small_car,0,0,2
6,Sender,Agree,Poor road infrastructure,False,26–35,Northgate Akure,field_survey,2500,Distance only,7.0,Sometimes,1200.0,Ado-Ekiti,heavy,2026-06-21,,Improve communication between drivers and senders,large,,Sunday,small_car,0,0,2
6,Sender,Agree,Fuel scarcity,False,26–35,Northgate Akure,field_survey,10000,Weight of goods,7.0,Rarely,1200.0,Lagos,medium,2026-06-21,Flooding,Better customer support when goods are delayed,medium,,Sunday,big_bus,0,0,2
6,Sender,Agree,Police checkpoints,False,18–25,Northgate Akure,field_survey,6700,"Distance, Weight, Fuel cost combo",7.0,Always,1200.0,Lagos,medium,2026-06-21,Harmattan,Real-time tracking will help a lot,medium,,Sunday,small_car,0,0,2
6,Sender,unknown,Traffic congestion,False,26–35,Ondo garage Akure,field_survey,7700,Weight of goods,7.0,Always,1200.0,Lagos,heavy,2026-06-21,,Improve fuel subsidy to reduce transport cost,large,,Sunday,small_car,0,0,2
6,Sender,Disagree,Traffic congestion,False,41–50,Ondo garage Akure,field_survey,5000,"Distance, Weight, Fuel cost combo",7.0,Always,1200.0,Warri,light,2026-06-21,Flooding,Improve communication between drivers and senders,small,,Sunday,big_bus,0,0,2
6,Sender,Disagree,Fuel scarcity,False,unknown,Ondo garage Akure,field_survey,9000,"Distance, Weight, Fuel cost combo",7.0,Always,1200.0,Lagos,very_heavy,2026-06-21,Sometimes rainfall,Introduce insurance for goods in transit,extra_large,,Sunday,small_car,0,0,2
6,Sender,Strongly Agree,Criminal activities,False,unknown,Ondo garage Akure,field_survey,5000,Weight of goods,7.0,Always,1200.0,Benin,medium,2026-06-21,Sometimes rainfall,Real-time tracking will help a lot,medium,,Sunday,big_bus,0,0,2
6,Driver,Agree,Traffic congestion,False,41–50,Ondo garage Akure,field_survey,3000,"Distance, Weight, Dynamic combo",7.0,Always,1200.0,Ondo,medium,2026-06-21,Harmattan,Improve communication between drivers and senders,medium,,Sunday,small_car,0,0,2
6,Sender,Agree,Poor network connectivity,False,26–35,Ondo garage Akure,field_survey,4000,"Distance, Weight, Fuel cost combo",7.0,Always,1200.0,Warri,light,2026-06-21,Harmattan,Improve communication between drivers and senders,small,,Sunday,small_car,0,0,2
6,Sender,Disagree,Poor road infrastructure,False,36–40,Ondo garage Akure,field_survey,6700,Dynamic pricing,7.0,Sometimes,1200.0,Warri,medium,2026-06-21,Dust storm,Add SMS notifications for delivery status,medium,,Sunday,big_bus,0,0,2
6,Driver,Agree,Pricing disputes,False,36–40,Ondo garage Akure,field_survey,3500,Weight of goods,7.0,Always,1200.0,Ondo,medium,2026-06-21,Heavy rain,Improve fuel subsidy to reduce transport cost,medium,,Sunday,big_bus,0,0,2
6,Driver,Agree,Criminal activities,False,41–50,Roadblock Akure,field_survey,3700,Distance only,7.0,Sometimes,1200.0,Osogbo,light,2026-06-21,Flooding,Reduce pricing disputes through transparency,small,,Sunday,small_car,0,0,2
6,Sender,Strongly Agree,Police checkpoints,False,36–40,Roadblock Akure,field_survey,5000,"Distance, Weight, Dynamic combo",7.0,Always,1200.0,Osogbo,very_heavy,2026-06-21,,Improve communication between drivers and senders,extra_large,,Sunday,small_car,0,0,2
6,Driver,Agree,Police checkpoints,False,41–50,Southgate Akure,field_survey,6700,Weight of goods,7.0,Sometimes,1200.0,Ilesha,very_heavy,2026-06-21,Dust storm,Add SMS notifications for delivery status,extra_large,,Sunday,big_bus,0,0,2
6,Sender,Agree,Traffic congestion,False,26–35,Southgate Akure,field_survey,3500,"Distance, Weight, Dynamic combo",7.0,Sometimes,1200.0,Ife,medium,2026-06-21,Sometimes rainfall,unknown,medium,,Sunday,small_car,0,0,2
6,Driver,Neutral,Criminal activities,False,18–25,Southgate Akure,field_survey,2500,"Distance, Weight, Fuel cost combo",7.0,Rarely,1200.0,Ilesha,heavy,2026-06-21,,Add SMS notifications for delivery status,large,,Sunday,small_car,0,0,2
6,Driver,Neutral,Criminal activities,False,Above 50,Southgate Akure,field_survey,4000,"Distance, Weight, Dynamic combo",7.0,Never,1200.0,Ilesha,medium,2026-06-21,Dust storm,Provide better packaging options,medium,,Sunday,big_bus,0,0,2
6,Sender,Neutral,Traffic congestion,False,41–50,Southgate Akure,field_survey,7000,Weight of goods,7.0,Never,1200.0,Lagos,light,2026-06-21,Dust storm,Introduce automated pricing with AI,small,,Sunday,big_bus,0,0,2
6,Sender,Strongly Agree,Pricing disputes,False,Above 50,Southgate Akure,field_survey,5000,Distance only,7.0,Always,1200.0,Ibadan,light,2026-06-21,Harmattan,Add SMS notifications for delivery status,small,,Sunday,small_car,0,0,2
2,,,,False,,Akure Park,published,8500,,,,700.0,Lagos,medium,,,,medium,Akure,,big_bus,0,0,2
2,,,,False,,Akure Park,published,6000,,,,700.0,Lagos,medium,,,,medium,Akure,,small_car,0,0,2
2,,,,False,,Akure Park,published,5000,,,,700.0,Ibadan,medium,,,,medium,Akure,,big_bus,0,0,2
2,,,,False,,Akure Park,published,3500,,,,700.0,Ibadan,medium,,,,medium,Akure,,small_car,0,0,2
2,,,,False,,Akure Park,published,5500,,,,700.0,Benin,medium,,,,medium,Akure,,big_bus,0,0,2
2,,,,False,,Akure Park,published,4000,,,,700.0,Benin,medium,,,,medium,Akure,,small_car,0,0,2
2,,,,False,,Akure Park,published,18000,,,,700.0,Abuja,medium,,,,medium,Akure,,big_bus,0,0,3
2,,,,False,,Akure Park,published,1500,,,,700.0,Ondo,light,,,,small,Akure,,small_car,0,0,2
2,,,,False,,Akure Park,published,2000,,,,700.0,Owo,light,,,,small,Akure,,small_car,0,0,2
2,,,,False,,Akure Park,published,3500,,,,700.0,Ore,medium,,,,medium,Akure,,small_car,0,0,2
2,,,,False,,Akure Park,published,2500,,,,700.0,Ikare,light,,,,small,Akure,,small_car,0,0,3
2,,,,False,,Akure Park,published,4000,,,,700.0,Okitipupa,medium,,,,medium,Akure,,small_car,0,0,3
2,,,,False,,Ondo Park,published,7000,,,,700.0,Lagos,medium,,,,medium,Ondo,,small_car,0,0,2
2,,,,False,,Ondo Park,published,1800,,,,700.0,Ore,light,,,,small,Ondo,,small_car,0,0,2
2,,,,False,,Ondo Park,published,1500,,,,700.0,Akure,light,,,,small,Ondo,,small_car,0,0,2
2,,,,False,,Owo Park,published,2000,,,,700.0,Akure,light,,,,small,Owo,,small_car,0,0,2
2,,,,False,,Owo Park,published,4500,,,,700.0,Benin,medium,,,,medium,Owo,,small_car,0,0,2
2,,,,False,,Ikare Park,published,2500,,,,700.0,Akure,light,,,,small,Ikare,,small_car,0,0,3
